Animal_Id,Cell_Id,R_Squared,SC_pd,SC_anti,SC_anti_data,tau_E,I_baseline,I_HD,A_fast,fc_stim_duration,stim_delay,g_T,V_half_T,k_T,tau_hT,E_Ca,g_a,A_sc,tau_sc_on,tau_sc_off,sc_delay,tau_dend,mg_conc,HDpeakFRsmooth,HDpeakFR,HDInx,pValS,pValR,nSpk,HDFR,HDAngle,vm_deltaBIC,vm_deltaAIC,vm_deltaLL,vm_mu1_deg,vm_mu2_deg,vm_kappa,vm_kappa2,vm_pi,vm_mu_uni_deg,vm_kappa_uni
EB12,60.0,0.47414099138768284,80.68168683869872,0.0,0.0,42.37608718168473,0.0,18.895758666724337,169.28841187833393,10.789135898594209,5.693407210647458,17.964533818834145,-5.0,3.0,12.075622954953563,100.90832814579784,2.0,180.0952918215568,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,51.17370892018889,68.54838709677566,0.8977892001286043,0.0,1.5992633228051457e-194,610.0,5.679731663405322,228.0776837380164,-6.636614808752029,6.603762062750093,6.301881031375046,224.45414035656506,255.8159010443215,10.005644504932691,19.233314628020068,0.7022211798433161,233.8312614439672,7.04578603376296
EB12,61.0,0.5954264379429002,90.14629979369808,0.0,0.0,42.37608718168473,0.0,20.936981994423533,157.25585739274592,10.789135898594209,5.693407210647458,18.16221297949394,-5.0,3.0,12.075622954953563,100.90832814579784,2.0,181.35840835244917,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,87.801204819279,112.87878787879029,0.9178031336761966,0.0010000000000000009,5e-324,702.0,9.994561364044069,329.0711111333141,90.63831514072535,104.30011535280278,55.15005767640139,334.0999013106068,344.02053340664844,10.571267755481166,0.9429013599109762,0.95,334.3261546753579,6.9539348098536555
EB12,62.0,0.6179902585789634,112.87529465546073,0.0,0.0,42.37608718168473,0.0,22.87060854513314,265.6229744523149,10.789135898594209,5.693407210647458,5.0,2.69755372711013,3.0,12.075622954953563,100.90832814579784,2.0,173.24384606575862,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,109.1008771929848,156.79824561403842,0.9148874813410355,0.0,0.0,1254.0,14.862602704851467,96.25583716432175,7.293107491706905,22.695388655285456,14.347694327642728,101.18165771253088,94.02956460757284,11.147524995702808,3.384585649447584,0.95,100.8803948007104,9.902838850798105
EB12,63.0,0.531906785056453,121.56678148640661,58.9065609555371,0.0,42.37608718168473,0.0,21.90742291839965,157.04743103511902,10.789135898594209,5.693407210647458,62.16604944656968,-5.0,3.0,12.075622954953563,100.90832814579784,2.0,160.88420169680688,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,132.0000000000028,173.8888888888926,0.9151785567971541,0.0010000000000000009,0.0,1544.0,20.387230621831662,123.84750700923261,-12.076653746257648,3.9497414454965565,4.974870722748278,135.0142117529148,116.20736398529017,11.510802249909837,15.867074258645948,0.5749366269524301,126.97265175667474,9.91716454402432
EB12,64.0,0.3891031218238884,28.74220180885437,0.0,0.0,42.37608718168473,0.0,16.710628022404244,206.28961243591803,10.789135898594209,5.693407210647458,5.0,-5.0,3.0,12.075622954953563,100.90832814579784,1.8639712129719412,186.906992164573,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,100.3112033195042,123.40425531915157,0.9332986397954018,0.0,0.0,1204.0,12.359421841849494,359.2453328023445,275.91316945209746,291.1933833297037,148.59669166485185,5.4467440728304375,178.95577298843173,8.38198506735018,0.27167319605382556,0.95,5.494187033768691,4.706453399848472
EB12,65.0,-0.04523091790911371,43.603973178310845,0.0,0.0,42.37608718168473,0.0,17.83154277529589,158.67837074937393,10.789135898594209,5.693407210647458,5.0,-5.0,3.4092222501170033,12.075622954953563,100.90832814579784,1.5897210172472231,0.0,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,96.33333333333539,162.00000000000347,0.8912343845848075,0.0,0.0,1708.0,16.108952352208853,297.54340305491303,42.63038480315163,58.959619926197206,32.4798099630986,309.97362406049706,299.46589986995104,18.244094272556005,6.448568185762759,0.6426227456313911,306.3574639811383,10.177865104223404
EB12,66.0,0.6772177566637728,70.72828847131963,0.0,0.0,42.37608718168473,0.0,16.711399944482338,188.78658874836415,10.789135898594209,5.693407210647458,15.415617459000284,-5.0,3.0,12.075622954953563,100.90832814579784,2.0,257.44959196163586,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,67.39130434782753,102.09163346613762,0.9243231142944663,0.0010000000000000009,1.0364954436790876e-254,728.0,8.016844182502137,196.89364828906375,13.044365247145791,26.81526839173584,16.40763419586792,206.47256575661967,174.30910462126235,22.076339337394252,38.96430983667528,0.9270717209316693,204.20264519551296,15.658353281619101
EB12,67.0,0.577249578122471,0.0,0.0,0.0,42.37608718168473,0.0,15.195736203013254,153.17813359511214,10.789135898594209,5.693407210647458,5.010677174742054,3.487617714573411,3.0,12.075622954953563,100.90832814579784,1.9955782789621785,137.922969792716,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,105.00000000000225,117.14285714285964,0.8994271450487205,0.0,4e-323,1232.0,11.92042727765307,154.7457199382516,91.66797187927341,107.0171543115539,56.50857715577695,154.25475072583032,177.2901627218724,7.854048973442154,1.0706673436658842,0.95,154.75579731346707,6.001309087105655
EB12,68.0,0.5625819278681288,144.16752778039705,144.809386374822,0.0,42.37608718168473,0.0,21.720012703906352,177.1826047953544,10.789135898594209,5.693407210647458,80.0,-0.44404819904192583,3.0,12.075622954953563,100.90832814579784,2.0,169.5715297957167,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,112.5000000000024,161.21031746032088,0.8875641779349798,0.0010000000000000009,0.0,1410.0,14.729269754144463,320.1394861977882,128.98306431147125,144.7370992615879,75.36854963079395,331.20090124449825,313.4548480759929,5.254053605632823,27.24703234510574,0.5231018727734479,322.35013213856104,7.150156455353907
EB12,69.0,0.5695088820611303,116.6565895161971,38.75418835548355,0.0,42.37608718168473,0.0,20.933066222825918,162.19103643341435,10.789135898594209,5.693407210647458,52.91690218812108,-5.0,3.0,12.075622954953563,100.90832814579784,2.0,183.23661561237006,19.12566099351111,194.20817116284803,7.737951701369193,77.92103940243513,0.7728104405241323,94.03409090909292,137.35465116279363,0.9077260750038622,0.0,0.0,934.0,12.299973977785248,222.8443609011974,14.83909444274127,29.35752375742777,17.678761878713885,239.6739017699072,205.62660545629882,12.884543173160388,17.01190272575163,0.6776129535370161,228.7807220940806,7.09219879535117
