Animal_Id,Cell_Id,ctl_peak,ctl_auc,ctl_thalf,peak_block100,auc_block100,peak_block75,auc_block75,peak_block50,auc_block50,peak_block25,auc_block25,apv_full_peak,apv_full_auc,mgfree_pd_peak,mgfree_anti_peak,ctl_anti_peak,ifen_peak,ifen_auc,ifen_thalf
EB18,120.0,55.0189392402429,14726.02709530797,129.9999999999926,27.652349279114084,11430.57533672319,30.117530308421905,11904.667213504297,36.22948762649078,12585.346085033063,45.53403813864882,13537.86834931362,255.18606925867357,12142.243274193568,193.8020739588868,192.7376181014726,25.114063887572595,50.63311633892724,12517.322446849264,77.99999999999557
EB18,121.0,143.96447153532733,51889.27420342115,262.1999999999851,121.08847623115872,38053.61445711373,126.79741107457062,40026.87929010591,132.51381087740097,42553.33618921379,138.2364871619627,46140.545786842435,466.7184508735743,29201.551801164118,403.75132202359356,357.03248028925043,0.0,143.26921048919226,44476.225696116046,149.99999999999147
EB18,145.0,94.26406509844968,36314.116905119095,,122.80048443597823,35644.4703690897,95.37880421680671,35154.1798503216,86.42519941659006,35295.13116854946,87.05130238329878,35698.75518498452,554.6125942622765,31111.51648850854,192.03538107727002,141.7032770819413,0.0,94.23850596420473,36300.73655135311,
EB18,146.0,52.86703454553978,23924.91245680313,,46.6639157237392,19815.75381889637,44.36222613358793,20629.66457341693,44.621207035338436,21573.25675424572,47.337412464918685,22658.408983228648,279.25866554710365,12389.451552784492,141.59723906722354,99.67451517418888,0.0,45.81181172958199,20496.557361051084,
EB18,148.0,104.52063021318796,53204.30277276559,,56.880943575844086,34405.35770932885,58.56190482889683,37836.09674866239,68.62219890879592,41905.76153890445,83.60849118329773,46904.36393205199,79.68866622442053,10851.191679215513,298.0408045528422,277.23557680759313,7.414400965524254,56.756395230923516,34552.653128215374,
EB20,150.0,26.276064757944738,11991.580405273304,,24.33101868738303,11086.667200005506,24.40872124486511,11269.864419066358,24.767640576685494,11493.885312749364,25.386451914523896,11733.74083861442,126.36335269540379,3505.051044601416,45.68579377722932,0.0,0.0,25.77730419027646,11388.71405866057,8.599999999999511
EB20,151.0,86.974735117514,31034.03762678753,226.39999999998707,59.57900798461563,13234.39775942704,49.79955432958078,16022.101293826625,51.30221941511714,19687.04149754058,61.65079260286574,24493.62206236958,265.66573115348325,11361.524564009676,301.6257727540791,277.35183300736065,0.0,50.34631312935066,13949.498862822022,75.19999999999573
EB20,152.0,82.25733765885816,31483.467460438835,270.39999999998463,36.9110564151848,23537.926472569343,43.73056612570918,24939.859196192305,52.95098432396881,26647.26109682243,65.50990749643684,28775.292507739166,304.103539686578,18265.544245458947,271.28786122726825,212.3781336779648,0.0,84.52124972126899,32078.20533950713,255.19999999998544
EB20,153.0,72.83811052393602,36528.20110917307,,52.65406920229863,33274.54300344155,52.47781660325945,33840.335692645574,53.88174999236317,34476.563722219485,62.60478835734387,35409.80354523721,111.81490089743437,15934.24344378526,166.97202763382185,138.95663758566673,17.153337849304794,64.02275066643489,33485.53110908622,
EB20,154.0,88.64113609442319,43779.88880743421,,52.117334454857016,32505.144515745757,56.1355086910131,34350.63630133101,62.80871854116755,36637.09145173125,71.8650697057925,39697.63094683068,338.04209132573266,22797.87445610278,328.569176420179,304.18362167580614,3.150336126192423,57.07088184789741,32259.739915567297,
